brand,model,model_year,milage,fuel_type,price
Porsche,Macan S,2020,45978.84,Gasoline,4647834
Dodge,Durango SRT,2018,125528.52,Gasoline,3710100
Lexus,LX 570 Base,2013,215651.56,Gasoline,2489585
Kia,Optima Hybrid EX,2013,168971.04,Hybrid,747000
Bentley,Continental GT V8 S,2016,50694.21,Gasoline,8623700
Alfa,Romeo Giulia Base,2020,48280.2,Gasoline,2398700
Lexus,LX 600 F SPORT,2023,788.58,Gasoline,10374917
Porsche,Taycan Turbo,2020,28968.12,,8715000
Toyota,Sequoia Limited,2017,107825.78,E85 Flex Fuel,3153917
Kia,K5 EX,2021,13297.98,Gasoline,2407000
RAM,1500 Big Horn,2021,56331.73,Gasoline,3402917
Chevrolet,Corvette Base,2008,128747.2,Gasoline,2573000
Chevrolet,Corvette Stingray w/1LT,2022,9977.91,Gasoline,8299917
Jaguar,F-TYPE S,2014,120048.72,Gasoline,2693350
Audi,A7 3.0T Prestige,2013,140118.8,Gasoline,1742917
Audi,Q8 3.0T Prestige,2019,61734.28,Gasoline,4144688
Kia,Telluride SX,2020,61154.92,Gasoline,3485917
Toyota,Camry Hybrid XLE,2018,112076.05,Hybrid,1991585
Toyota,GR86 Premium,2022,2051.91,Gasoline,3983917
BMW,M3 Base,2001,96560.4,Gasoline,2075000
Jeep,Wrangler Rubicon,2014,160048.86,Gasoline,1743000
Toyota,Tundra Hybrid Capstone,2023,321.87,Hybrid,6847500
Porsche,Panamera 4 Edition,2016,109435.12,Gasoline,2734850
Lexus,GS 350 Base,2010,341180.08,Gasoline,784350
GMC,Sierra 3500 Denali,2019,117628.27,Diesel,4855500
Kia,Niro Plug-In Hybrid EX,2023,15127.8,Plug-In Hybrid,2614500
Porsche,Cayenne Base,2014,189414.49,Gasoline,1408925
Mercedes-Benz,S-Class S 65 AMG,2015,153576.1,Gasoline,4565000
Lexus,GX 460 Premium,2017,187166.24,Gasoline,2651850
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,91375.11,Hybrid,3477617
Audi,Q5 S line Premium Plus,2023,9144.27,Hybrid,4041934
BMW,530 i,2017,59545.58,Gasoline,2573000
Kia,Forte Koup EX,2015,166965.81,Gasoline,705500
Toyota,Sequoia Limited,2005,138403.24,Gasoline,1867500
Land,Rover LR4 HSE,2013,202615.91,Gasoline,1743000
Nissan,Titan SV,2023,9977.91,Gasoline,3984000
Ford,F-250 Lariat,2019,136793.9,Diesel,4357500
Mercedes-Benz,AMG GT AMG GT,2017,31098.89,Gasoline,6225000
Cadillac,Escalade Platinum,2018,79297.01,Gasoline,4482000
Tesla,Model 3 Standard Range Plus,2019,67743.56,,2656000
BMW,M3 Base,2017,70810.96,Gasoline,4565000
Chevrolet,Cruze LT,2012,238789.04,Gasoline,456500
Dodge,Challenger SRT8,2010,112653.8,Gasoline,1826000
Mercedes-Benz,Sprinter 2500,2016,230602.33,Diesel,2779670
Ford,F-350 Platinum,2019,111374.37,Diesel,6100500
Chevrolet,Tahoe LTZ,2015,198753.49,Gasoline,2128950
Audi,Q7 3.0T Prestige,2018,113897.82,Gasoline,2568850
Jeep,Patriot Latitude,2015,175418.06,Gasoline,630717
INFINITI,QX70 Base,2014,114419.25,Gasoline,1576585
BMW,X5 xDrive35i,2013,122807.13,Gasoline,996000
Tesla,Model 3,2018,42822.93,,3070834
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,6640.14,Hybrid,12865000
Nissan,240SX Base,1996,258282.98,–,1286500
Cadillac,ATS 2.5L,2014,129390.94,Gasoline,1245000
Toyota,RAV4 Base,2010,198946.61,Gasoline,821700
Acura,TSX Technology,2011,302367.63,Gasoline,456500
Mercedes-Benz,G-Class G 550 4MATIC,2020,72420.3,Gasoline,11039000
Honda,Civic Sport,2022,40909.42,Gasoline,2033500
BMW,M3 Base,2011,209212.59,Gasoline,2489917
BMW,M3 Base,2008,66060.19,Gasoline,3194670
Nissan,Cube 1.8 S,2010,116677.15,Gasoline,560250
RAM,ProMaster 3500 Tradesman,2014,230763.26,Gasoline,1079000
Acura,RDX Base,2018,110119.09,Gasoline,1950500
Toyota,4Runner Limited,2018,152887.3,Gasoline,2739000
RAM,1500 Limited,2019,46670.86,Gasoline,4108500
Chevrolet,Corvette Base,2003,233354.3,Gasoline,1826000
Land,Rover Defender 110 SE,2020,47797.4,Hybrid,5644000
Jeep,Grand Cherokee Laredo,2011,158774.27,Gasoline,1244585
Volvo,S80 T6,2009,157095.72,Gasoline,871500
Porsche,Cayenne S,2014,57936.24,Gasoline,3071000
Mazda,CX-30 Select,2021,99576.3,Gasoline,1858287
Chrysler,Town & Country Touring,2012,120027.8,E85 Flex Fuel,705500
INFINITI,FX37 Base,2013,82881.01,Gasoline,1983700
Toyota,FJ Cruiser Base,2007,311933.54,Gasoline,1240850
Chevrolet,Silverado 1500 LT,2019,85991.86,Gasoline,3066850
Mercedes-Benz,C-Class C 63 AMG,2012,165762.02,Gasoline,3320000
BMW,428 Gran Coupe i xDrive,2016,94951.06,Gasoline,1742917
Lexus,GX 460 Premium,2017,131965.88,Gasoline,2730700
Porsche,Panamera Edition,2016,96560.4,Gasoline,3735000
Cadillac,Escalade ESV Platinum,2017,151231.29,Gasoline,3901000
Lexus,IS 350 Base,2015,100744.68,Gasoline,2282500
Mercedes-Benz,E-Class E 350 4MATIC,2014,135908.76,Gasoline,1577000
Audi,Q5 S line Premium,2022,29127.44,Hybrid,3386234
Mercedes-Benz,E-Class E 350 4MATIC,2014,123114.51,Gasoline,1493917
Chevrolet,Camaro 1LT,2017,119091.16,Gasoline,1643400
RAM,1500 Laramie,2022,25116.97,Gasoline,3817917
Chevrolet,Silverado 1500 1LZ,2014,178789.63,E85 Flex Fuel,2158000
Toyota,Camry Solara SLE,2007,59893.2,Gasoline,1244585
Jaguar,F-TYPE S,2015,41498.44,Gasoline,3195500
Jeep,Gladiator Sport,2021,24976.96,Gasoline,3358097
RAM,1500 Big Horn,2021,79795.91,Gasoline,3553728
Porsche,Cayenne Diesel,2015,156588.78,Diesel,2489585
Chevrolet,Camaro Base,2002,143231.26,Gasoline,863200
Porsche,Cayenne S,2015,83864.32,Gasoline,3112500
Dodge,Challenger R/T Scat Pack,2019,121987.97,Gasoline,2987834
Lexus,ES 350 Base,2010,182660.09,Gasoline,913000
Audi,Q3 2.0T Premium Plus,2015,250062.47,Gasoline,1120500
Mercedes-Benz,E-Class E 550,2016,79892.47,Gasoline,2821585
BMW,650 i xDrive,2015,123072.67,Gasoline,2656000
Porsche,Cayman Base,2016,16787.03,Gasoline,4232917
INFINITI,FX50 Base,2009,305967.72,Gasoline,1037500
Ford,F-150 XLT,2020,148059.28,Gasoline,2489917
Chevrolet,Camaro 2LT,2017,38624.16,Gasoline,2656000
RAM,1500 Big Horn,2020,40870.8,Gasoline,3589750
Chevrolet,Silverado 2500 H/D,2001,268759.78,Gasoline,539500
RAM,1500 Laramie,2022,30006.14,Gasoline,4125100
Porsche,911 Turbo,2018,45817.91,Gasoline,12242500
Ford,Mustang V6,2016,86904.36,Gasoline,1991917
Hyundai,Accent GL,2003,133575.22,Gasoline,240700
Audi,Q5 S line Premium Plus,2022,16207.66,Hybrid,3369634
Ford,F-150 XLT,2021,69731.09,Gasoline,3622286
Lexus,RC F Base,2015,82720.08,Gasoline,3569000
Chevrolet,Suburban 1500 LT,2015,247516.49,E85 Flex Fuel,1909000
Land,Rover Range Rover Sport SVR Carbon Edition,2022,14484.06,Gasoline,9545000
Dodge,Viper SRT-10,2003,17380.87,Gasoline,5436417
RAM,1500 Laramie,2020,16830.48,Gasoline,4051645
BMW,328 i,2014,136325.58,Gasoline,1145400
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,53912.89,Gasoline,3798910
BMW,M4 Base,2015,157715.32,Gasoline,2738917
BMW,750 i,2008,152328.86,Gasoline,605900
Ford,Expedition Limited,2023,14936.28,Gasoline,7055000
Chevrolet,Traverse Premier,2023,18999.87,Gasoline,3901000
Mercedes-Benz,E-Class D 2.5 Turbo,1993,112677.94,–,1867500
Cadillac,Escalade Platinum,2020,78234.85,Gasoline,5104500
RAM,3500 Tradesman,2023,4811.93,Diesel,5801700
Audi,TT 1.8L,2005,200760.34,Gasoline,572700
RAM,1500 Big Horn,2021,38624.16,Hybrid,3486000
Mazda,CX-7 Sport,2009,181855.42,Gasoline,456417
INFINITI,QX60 Base,2017,143401.85,Gasoline,1494000
Ford,F-250 Platinum,2017,35405.48,E85 Flex Fuel,4399000
Jeep,Compass Limited,2022,32946.41,Gasoline,2348734
INFINITI,QX80 SENSORY,2023,13840.32,Gasoline,6556170
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,7649.19,Gasoline,4731000
Hyundai,Genesis Coupe 2.0T,2010,104607.1,Gasoline,738700
Chevrolet,Camaro 1SS,2021,24140.1,Gasoline,3610500
Chevrolet,Tahoe Base,1997,368538.86,Diesel,1618500
Audi,A6 3.0 TDI Premium Plus,2014,68236.02,Diesel,2199500
Land,Rover Defender S,2023,25491.95,Gasoline,5801700
Porsche,Cayenne S,2016,122631.71,Gasoline,3486000
Chevrolet,Suburban Premier,2019,170054.13,Gasoline,3237000
Chevrolet,Suburban Premier,2019,82620.3,Gasoline,4141700
Dodge,Dart SE,2016,123689.04,Gasoline,672300
Ford,F-250 Lariat,2019,129069.07,E85 Flex Fuel,3527500
Toyota,Sequoia SR5,2002,393000.83,Gasoline,327850
Ford,Mustang GT,2014,62056.15,Gasoline,2365500
Chevrolet,Corvette Stingray w/2LT,2020,20116.75,Gasoline,7054917
Hyundai,Genesis Coupe 3.8 Base,2016,72907.93,Gasoline,1742917
Ford,Focus ST Base,2014,177027.4,Gasoline,788085
Cadillac,CTS Luxury,2011,106538.31,Gasoline,1369417
Subaru,Baja Base,2003,114263.14,Gasoline,1236700
Toyota,Highlander XLE,2019,130840.95,Gasoline,2512825
Chevrolet,Corvette Stingray Z51,2019,11318.49,Gasoline,5303700
Dodge,Durango SRT,2020,57936.24,Gasoline,5146000
Acura,TSX 2.4,2010,186683.44,Gasoline,747000
Chevrolet,Camaro 2SS,2018,68847.57,Gasoline,3411300
BMW,640 Gran Coupe i,2014,64190.14,Gasoline,2158000
Audi,S5 3.0T Premium Plus,2014,243654.08,Gasoline,1278200
Alfa,Romeo Giulia Base,2017,77248.32,Gasoline,1701500
Toyota,Highlander XLE,2023,14044.71,Gasoline,3701468
Rolls-Royce,Ghost Base,2011,127137.86,Gasoline,6664900
Dodge,Challenger R/T,2020,86904.36,Gasoline,2822000
Porsche,Cayenne Base,2016,177027.4,Gasoline,2149700
Chevrolet,Bolt EV LT,2020,79964.89,,2066700
Mercedes-Benz,Metris Base,2020,22530.76,Gasoline,3984000
Dodge,Charger SRT Hellcat Widebody,2023,8046.7,Gasoline,9130000
Chevrolet,Silverado 1500 ZR2,2022,18663.52,Gasoline,5692970
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,138565.78,Gasoline,6040491
Chevrolet,Silverado 1500 LT,2017,94654.94,Gasoline,3036970
Lexus,RC 350 Base,2016,125296.78,Gasoline,2566277
Lamborghini,Urus Base,2021,32297.84,Gasoline,19081700
GMC,Acadia SLE-1,2015,185527.93,Gasoline,1031939
Porsche,911 GT3,2016,49406.74,Gasoline,11536917
MINI,Cooper Base,2003,166930.4,Gasoline,497585
Mazda,MX-5 Miata Sport,2008,64051.73,Gasoline,1099750
Toyota,4Runner TRD Off Road,2019,127942.53,Gasoline,2766639
Toyota,Highlander Limited,2008,266377.96,Gasoline,747000
BMW,650 Gran Coupe i,2014,148059.28,Gasoline,1992000
Hyundai,Palisade Calligraphy,2023,2414.01,Gasoline,4565000
Pontiac,Solstice GXP,2008,61315.85,Gasoline,1655850
Land,Rover Range Rover Evoque SE Premium,2018,67793.45,Gasoline,3236917
Porsche,Cayenne Diesel,2014,139719.68,Diesel,2780500
BMW,M3 Competition xDrive,2023,5616.6,Gasoline,7933140
Toyota,Avalon Limited,2008,179119.54,Gasoline,655700
BMW,M3 Base,2011,158037.19,Gasoline,2241000
Porsche,Panamera Base,2018,68396.95,Gasoline,4481917
Jeep,Wrangler Sport,2001,275197.14,Gasoline,1245000
Honda,Passport TrailSport,2023,18747.2,Gasoline,3319917
Mercedes-Benz,SL-Class SL 550,2013,40125.67,Gasoline,3340750
Audi,RS 4 Base,2007,160562.24,Gasoline,2489585
Toyota,Avalon Limited,2022,26000.5,Gasoline,3269370
Mercedes-Benz,E-Class E 350 4MATIC,2008,108228.12,Gasoline,987700
GMC,Yukon Denali,2021,48315.61,Gasoline,6183500
Porsche,Panamera 4S,2017,68551.45,Gasoline,6474000
Ford,Explorer XLT,2021,54242.8,Gasoline,3070585
Land,Rover LR4 HSE LUX Landmark Edition,2016,101871.22,Gasoline,2573000
Acura,TLX Type S w/Performance Tire,2023,7563.9,Gasoline,4316000
Toyota,Tacoma Base,2020,43864.17,Gasoline,3568834
Hummer,H3 Base,2010,172973.47,Gasoline,1120500
Tesla,Model 3 Long Range,2018,99296.28,,2149700
Volvo,850 Turbo,1995,151277.96,–,373500
Jeep,Wrangler Unlimited Sahara,2017,205995.52,Gasoline,2224400
Chevrolet,Camaro 2SS,2018,41842.84,Gasoline,3237000
Audi,S6 4.0T,2015,119091.16,Gasoline,2485850
Audi,TT RS Base,2012,88352.77,Gasoline,2398700
INFINITI,QX56 Base,2012,228164.18,Gasoline,954500
Volkswagen,New Beetle GLS,2001,101790.76,Gasoline,996000
Audi,Q5 S line Premium Plus,2022,22361.78,Hybrid,3734834
Lamborghini,Aventador LP750-4 Superveloce,2017,17145.91,Gasoline,37349253
Ford,F-250 XL,2014,57775.31,E85 Flex Fuel,2315700
GMC,Yukon XL Denali,2022,77740.78,Gasoline,5975917
Audi,A4 2.0T Premium,2012,201167.5,Gasoline,871500
Dodge,Challenger SRT 392,2016,60672.12,–,3154000
Tesla,Model S P100D,2017,165762.02,,2988000
Mazda,CX-30 Premium Package,2021,72907.93,Gasoline,2106706
Lexus,ES 350 Base,2016,86743.43,Gasoline,2282500
Jeep,Wrangler Sahara,2008,86904.36,Gasoline,1660000
Chevrolet,Avalanche 1500 LTZ,2007,207604.86,Gasoline,1489850
Jeep,Grand Cherokee L Laredo,2022,16466.77,Gasoline,3705618
Acura,MDX w/Advance Package,2023,5967.43,Gasoline,4896834
Nissan,Pathfinder SL,2018,268759.78,Gasoline,1203500
Tesla,Model X Long Range,2019,59545.58,,4814000
Subaru,Impreza Premium,2022,16767.71,Gasoline,2074834
Audi,A8 4.0T,2014,154879.66,Gasoline,1867500
Subaru,Ascent Limited 7-Passenger,2022,20438.62,Gasoline,3195500
Chevrolet,Avalanche 1500 LT,2007,392678.96,E85 Flex Fuel,1402700
Porsche,Cayenne S,2015,199558.16,Gasoline,2075000
BMW,335 i,2009,197948.82,Gasoline,1245000
GMC,Sierra 1500 Limited Elevation,2022,40072.57,Gasoline,4141700
Ford,Explorer Sport,2016,153691.97,Gasoline,1660000
Cadillac,Escalade ESV Sport,2021,6892.8,Gasoline,39839585
Lexus,LX 570 Three-Row,2021,77731.12,Gasoline,6806000
BMW,M3 Base,2008,151277.96,Gasoline,2157917
Nissan,Xterra Pro-4X,2011,294509.22,Gasoline,996000
Ford,Fusion Hybrid SE Hybrid,2013,203138.94,Hybrid,954500
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,141448.11,Gasoline,1328000
Cadillac,CTS-V Base,2012,72420.3,Gasoline,3444500
Aston,Martin Vantage Base,2022,1646.35,Gasoline,13022700
Lexus,GX 460 Base,2015,170590.04,Gasoline,3112500
GMC,Acadia SLT-1,2019,82559.14,Gasoline,2116500
Ford,Bronco Sport Big Bend,2021,48563.44,Gasoline,2405257
Nissan,Titan SV,2021,44414.57,Gasoline,3310372
Volkswagen,Jetta SportWagen SE,2012,172199.38,Gasoline,788417
Land,Rover Range Rover 5.0L V8 Supercharged,2019,28163.45,Gasoline,5395000
RAM,2500 Laramie,2017,189705.78,Diesel,3486000
Nissan,Murano SL,2010,223215.46,Gasoline,581000
Cadillac,Escalade ESV Base,2009,244729.12,E85 Flex Fuel,1025050
BMW,428 i xDrive SULEV,2016,123919.18,Gasoline,2240917
Ford,Focus RS Base,2017,41842.84,Gasoline,3071000
Lexus,CT 200h Premium,2014,211145.41,Hybrid,1162000
Buick,Enclave Leather,2017,134025.84,Gasoline,1709717
BMW,M3 Base,2015,94951.06,Gasoline,4440500
Volkswagen,Arteon 2.0T SEL R-Line,2020,24944.77,Gasoline,2490000
BMW,X6 xDrive35i,2013,144840.6,Gasoline,1655850
INFINITI,G35 Base,2006,151277.96,Gasoline,912585
Hummer,H2 Base,2008,102595.42,Gasoline,4565000
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,153691.97,Gasoline,1327170
Acura,ILX Premium Package,2019,60993.99,Gasoline,2158000
Porsche,911 GT3,2015,21323.76,Gasoline,12856700
RAM,1500 Longhorn,2019,122710.57,Gasoline,3402585
BMW,M3 Base,2001,130356.54,Gasoline,3237000
Chevrolet,Suburban LT,2022,60842.71,Gasoline,5054202
Dodge,Ram 2500 ST,2010,243885.82,Gasoline,1469100
Chevrolet,Camaro 2SS,2012,97115.62,Gasoline,2236850
Dodge,Challenger SE,2010,145331.45,Gasoline,996000
Jeep,Grand Cherokee L Limited,2022,21363.99,Gasoline,3535717
Chevrolet,Camaro 2SS,2018,13936.88,Gasoline,3735000
Ford,F-350 Lariat,2021,45415.57,Diesel,6108800
Ford,F-250 King Ranch,2015,157232.52,Diesel,3315850
Chevrolet,Corvette Stingray w/3LT,2023,6759.23,Gasoline,8134000
Bentley,Continental GT V8 First Edition,2020,44102.35,Gasoline,16599253
Lincoln,MKC Reserve,2016,160934,Gasoline,1992000
Ford,Excursion Limited,2001,536491.19,Diesel,1411000
Land,Rover Discovery SE,2018,101863.18,Gasoline,2489419
Land,Rover Defender V8,2022,4828.02,Gasoline,8009500
Chevrolet,Silverado 1500 2LT,2014,165124.72,E85 Flex Fuel,2116500
Mercedes-Benz,AMG G 63 Base,2017,64051.73,Gasoline,8217000
Ford,F-250 XLT,2019,199558.16,E85 Flex Fuel,3328300
Tesla,Model 3 Base,2022,19440.83,,3050250
Lexus,LX 570 Three-Row,2018,63247.06,Gasoline,5768500
INFINITI,QX60 Luxe,2019,82076.34,Gasoline,2407000
Rivian,R1S Adventure Package,2023,402.34,,8092500
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,107825.78,Gasoline,2987917
INFINITI,QX60 Base,2014,153531.04,Gasoline,1178185
Hyundai,Sonata GLS,2013,220465.1,Gasoline,913000
Toyota,Tundra Limited,2022,6371.38,Gasoline,4565000
Jeep,Grand Cherokee Limited,2020,76443.65,Gasoline,2573000
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,284355.89,Diesel,1079000
Tesla,Model 3 Performance,2021,53108.22,,4565000
Mercedes-Benz,CLS-Class CLS 550,2014,55683.16,Gasoline,2282500
RAM,2500 SLT,2014,135989.23,Gasoline,2822000
Kia,Sorento Hybrid EX,2022,58097.17,Hybrid,3112500
Hyundai,Genesis 3.8,2015,148421.38,Gasoline,1411000
Jeep,Compass Latitude,2020,28163.45,Gasoline,2132685
Ford,Fusion SE,2011,183984.58,Gasoline,498000
Toyota,FJ Cruiser Base,2014,148059.28,Gasoline,2282500
BMW,430 Gran Coupe i xDrive,2018,46711.09,Gasoline,2489834
Dodge,Durango SRT 392,2021,27358.78,Gasoline,5395000
Hyundai,Santa Fe GLS,2015,155262.69,Gasoline,1079000
Volkswagen,Atlas 3.6L SEL Premium,2021,58436.74,Gasoline,3247541
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,91478.1,Gasoline,2905000
Nissan,Murano SV,2021,38104.34,Gasoline,2449330
Buick,Envision Essence,2020,43999.36,Gasoline,2631100
Chevrolet,Silverado 1500 RST,2020,42127.69,Gasoline,3484838
Pontiac,Solstice GXP,2009,196899.53,Gasoline,830000
BMW,640 Gran Coupe i xDrive,2015,157715.32,Gasoline,1867500
Tesla,Model 3 Standard Range Plus,2019,51981.68,,2407000
MINI,Countryman Cooper S,2019,30572.63,Gasoline,2220250
Porsche,Boxster GTS,2016,64936.87,Gasoline,5643585
Ford,Expedition EL King Ranch,2011,252434.64,E85 Flex Fuel,1186900
Bentley,Continental GT GT Speed,2022,3088.32,Gasoline,24069253
BMW,X5 M Base,2017,99413.76,Gasoline,3818000
Ford,Mustang GT Premium,2011,119895.83,Gasoline,1826000
Jeep,Compass Sport,2016,159324.66,Gasoline,415000
INFINITI,G37 Sport,2008,102186.65,Gasoline,1245000
Ford,F-150 XLT,2022,29716.46,Gasoline,3942500
Porsche,911 Carrera 4S,2007,68614.21,Gasoline,6058585
INFINITI,G35 Base,2005,159324.66,Gasoline,1568700
Chrysler,300C Base,2013,140817.25,Gasoline,1141250
Toyota,Camry Solara SLE,2007,222088.92,Gasoline,564400
Lexus,IS 300 Base,2018,114087.72,Gasoline,2406585
Buick,Enclave Essence,2020,89162.26,Gasoline,2443852
BMW,M4 Competition xDrive,2022,5170.81,Gasoline,7469585
Pontiac,GTO Base,2005,229031.61,Gasoline,1825917
Toyota,FJ Cruiser Base,2013,85295.02,Gasoline,3049420
Hyundai,Elantra SE,2014,193523.14,Gasoline,622500
Porsche,Macan S,2015,116401.95,Gasoline,2448500
Hummer,H3 Base,2007,247342.68,Gasoline,829585
Tesla,Model 3 Long Range,2021,52577.14,,3071000
Ford,Transit-350 Base,2018,378194.9,Gasoline,1494000
Rivian,R1T Launch Edition,2022,13970.68,,6806000
Audi,S4 3.0 Prestige,2012,158359.06,Gasoline,1494000
Toyota,4Runner SR5 Premium,2023,2253.08,Gasoline,3859500
Tesla,Model 3 Mid Range,2018,51498.88,,2489917
Ford,F-250 Base,1997,149346.75,Gasoline,747000
Mercedes-Benz,G-Class G 550 4MATIC,2021,120943.51,Gasoline,10790000
Subaru,Legacy 2.5 GT spec.B,2008,151277.96,Gasoline,1037500
Mercedes-Benz,E-Class E 350,2014,108389.05,Gasoline,1552100
BMW,M3 Base,2001,107021.11,Gasoline,1743000
Mercedes-Benz,C-Class C 250 Sport,2014,113638.72,Gasoline,1203500
Toyota,Sienna XLE Limited,2007,181259.96,Gasoline,954500
Dodge,Avenger SE,2014,200692.74,E85 Flex Fuel,539417
BMW,M240 i,2018,98169.74,Gasoline,2822000
RAM,3500 SLT,2017,253104.12,Diesel,2738917
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,135184.56,Gasoline,1693117
Jeep,Gladiator Rubicon,2020,45030.94,Gasoline,3942500
Bentley,Continental GT Base,2009,28968.12,Gasoline,5229000
Tesla,Model 3 Long Range,2019,43650.13,,3170600
Chevrolet,Corvette Stingray w/2LT,2021,4913.32,Gasoline,6963700
Audi,Q5 3.0T Premium Plus,2015,96964.34,Gasoline,1577000
Mazda,MX-5 Miata Club,2021,8196.37,Gasoline,2324000
Bentley,Bentayga W12 Signature,2018,51297.71,Gasoline,9610155
Mercedes-Benz,S-Class S500,2005,282796.44,Gasoline,581000
BMW,M6 Base,2015,28807.19,Gasoline,4971700
GMC,Yukon SLT,2015,229800.88,Gasoline,1908917
BMW,750 iL,2001,86605.02,Gasoline,979400
Toyota,Tundra Limited,2010,143875,Gasoline,2232700
Chrysler,300C Base,2007,138403.24,Gasoline,1245000
smart,ForTwo Pure,2008,99127.3,Gasoline,415000
Toyota,Tundra SR,2018,119091.16,E85 Flex Fuel,3154000
Hummer,H2 Base,2004,209214.2,Gasoline,1369500
BMW,ALPINA B7 Base,2015,138403.24,Gasoline,2407000
Land,Rover Range Rover Sport Supercharged,2008,226273.2,Gasoline,622500
Audi,A4 2.0T Tech Premium,2018,44308.35,Gasoline,2315700
Ford,Focus SE,2017,146449.94,E85 Flex Fuel,1037500
Mercedes-Benz,E-Class E 550 4MATIC,2014,101388.42,Gasoline,2365500
Jeep,Wrangler Unlimited 4xe Sahara,2022,16898.07,Plug-In Hybrid,4149917
Mercedes-Benz,M-Class ML 350 4MATIC,2014,120817.98,E85 Flex Fuel,1784500
Jeep,Wrangler Sahara,2008,225307.6,Gasoline,747000
Mercedes-Benz,A-Class A 220 4MATIC,2019,48763,Gasoline,2531500
Chevrolet,Malibu 1LT,2009,223698.26,Gasoline,348600
Hummer,H3 Base,2006,189902.12,Gasoline,1485700
BMW,i8 Base,2015,82076.34,Plug-In Hybrid,4399000
Cadillac,XLR Base,2009,111725.21,Gasoline,3029500
Lincoln,MKZ Select,2017,84142.73,Gasoline,1037500
Chevrolet,Silverado 1500 W/T,2006,179003.67,Gasoline,332000
Land,Rover Range Rover Sport HSE,2019,84168.48,Gasoline,4141700
Nissan,Titan SL,2021,154485.37,Gasoline,2706796
Kia,Telluride SX,2022,42995.13,Gasoline,3945903
Chevrolet,Tahoe RST,2023,63596.29,Gasoline,5576770
Ford,Mustang GT Premium,2019,50855.14,Gasoline,3403000
BMW,330 i,2017,134054.8,Gasoline,1518900
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,153228.48,Gasoline,2622717
Porsche,911 Carrera,2010,99135.34,Gasoline,4295250
INFINITI,QX56 Base,2011,210696.4,Gasoline,996000
RAM,2500 Tradesman,2020,65982.94,Gasoline,3777745
BMW,840 i xDrive,2024,2414.01,Gasoline,7470000
MINI,Clubman Cooper S ALL4,2017,128666.73,Gasoline,1443370
Cadillac,Escalade ESV Premium Luxury Platinum,2021,50694.21,Gasoline,7885000
Audi,R8 5.2 V10 plus,2017,98169.74,Gasoline,11620000
RAM,2500 Big Horn,2021,73815.6,Gasoline,3606267
Porsche,911 Carrera 4,2014,36532.02,Gasoline,7096500
Bentley,Continental GT Base,2009,69201.62,Gasoline,4025500
Toyota,Tundra SR5,2015,159324.66,Gasoline,2241000
Toyota,4Runner SR5,2006,217260.9,Gasoline,1402700
Cadillac,CTS 2.0L Turbo Luxury,2019,74029.64,Gasoline,2407000
Ford,Focus SE,2014,128127.6,Gasoline,912585
BMW,M5 Base,2021,21323.76,Gasoline,7212700
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,66304.81,Gasoline,5021500
Cadillac,Escalade ESV Luxury,2016,187488.11,Gasoline,2531500
Acura,NSX Base,1993,122277.65,–,7486600
Chevrolet,Corvette Z06,2018,38719.11,Gasoline,7233450
Audi,Q5 2.0T Premium Plus,2015,190706.79,E85 Flex Fuel,1278200
BMW,ALPINA B7 ALPINA B7 xDrive,2020,24296.21,Gasoline,8299834
Maserati,Ghibli S Q4,2018,32186.8,Gasoline,3569000
BMW,228 Gran Coupe i xDrive,2020,16778.98,Gasoline,2556234
Ford,Expedition Limited,2023,15288.73,Gasoline,5270500
Nissan,Frontier SE Crew Cab,2006,215651.56,Gasoline,705500
Subaru,BRZ Limited,2022,16898.07,Gasoline,2697500
Chevrolet,Malibu LT,2018,85455.95,Gasoline,1452500
Ford,Focus SEL,2017,128962.85,E85 Flex Fuel,1153285
Nissan,Rogue Sport S,2021,38624.16,Gasoline,2116500
Volvo,C70 T5,2006,98169.74,Gasoline,854817
Lincoln,Nautilus Reserve,2021,31704,Gasoline,3984000
Mercedes-Benz,AMG GT Base,2018,45354.42,Gasoline,7013500
Ford,Mustang EcoBoost Premium,2017,95755.73,Gasoline,1743000
Ford,Ranger XLT,1999,185721.05,E85 Flex Fuel,664000
GMC,Yukon SLT,2018,137598.57,Gasoline,2979617
RAM,2500 Big Horn,2020,82076.34,Gasoline,3726700
Tesla,Model Y Performance,2021,28163.45,,3735000
Lexus,ES 350 Base,2011,212432.88,Gasoline,829917
Jeep,Wrangler Rubicon Hard Rock,2016,109245.22,Gasoline,2722234
Volvo,XC90 T6 Momentum,2018,99779.08,Gasoline,2531500
Porsche,911 R,2016,20042.72,Gasoline,17430000
